country_code,shop_id,shop_name,shop_slug,shop_is_official,shop_rating_star,shop_follower_count,shop_item_count,item_id,product_name,url,image_url,brand,price,price_original,discount_percent,rating,rating_count,monthly_sold_value,history_sold_value,liked_count,is_ad,is_sold_out,catid,global_category_leaf,global_category_path,shop_category_ids,shop_category_path,date
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,26558855879,"Alodie Nourishing Balm | Solusi Kulit Bayi Sensitif, Kering , Mudah Iritasi, Eksim, Ruam, dan Gatal",https://shopee.co.id/product/187405886/26558855879,https://down-id.img.susercontent.com/file/id-11134207-7r991-lz9w68xakh5qb1,ALODIE,99000,99000,,4.709090909090909,55,,147.0,18,False,False,100632,Mom & Baby,Mom & Baby / Baby Healthcare / Baby Skincare / Lotion & Creams,129790326,Kesehatan Bayi,2026-07-02
id,187405886,Alara Cosmetic Official Store,alaracosmetic.official,True,4.787985,6763,7,26558855879,"Alodie Nourishing Balm | Solusi Kulit Bayi Sensitif, Kering , Mudah Iritasi, Eksim, Ruam, dan Gatal",https://shopee.co.id/product/187405886/26558855879,https://down-id.img.susercontent.com/file/id-11134207-7r991-lz9w68xakh5qb1,ALODIE,99000,99000,,4.709090909090909,55,,147.0,18,False,False,100632,Mom & Baby,Mom & Baby / Baby Healthcare / Baby Skincare / Lotion & Creams,129790326,Kesehatan Bayi,2026-07-03
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,26956380580,ALARA Whitening Booster Lotion | Body Lotion Pencerah Instan & Tahan Air BPOM 2 Tube,https://shopee.co.id/product/187405886/26956380580,https://down-id.img.susercontent.com/file/id-11134207-7rasa-m33sckxyzh9l59,ALARA COSMETICS,156000,280000,44.0,4.909090909090909,77,,168.0,94,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",106309332,On Sale,2026-07-01
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,26956380580,ALARA Whitening Booster Lotion | Body Lotion Pencerah Instan & Tahan Air BPOM 2 Tube,https://shopee.co.id/product/187405886/26956380580,https://down-id.img.susercontent.com/file/id-11134207-7rasa-m33sckxyzh9l59,ALARA COSMETICS,156000,280000,44.0,4.909090909090909,77,,168.0,94,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",106309332,On Sale,2026-07-02
id,187405886,Alara Cosmetic Official Store,alaracosmetic.official,True,4.787985,6763,7,26956380580,ALARA Whitening Booster Lotion | Body Lotion Pencerah Instan & Tahan Air BPOM 2 Tube,https://shopee.co.id/product/187405886/26956380580,https://down-id.img.susercontent.com/file/id-11134207-7rasa-m33sckxyzh9l59,ALARA COSMETICS,156000,280000,44.0,4.909090909090909,77,,168.0,94,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",106309332,On Sale,2026-07-03
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,27114992184,"Paket 3 ALARA Whitening + Vitamin E , Tone Up Booster, Pencerah Tubuh, Anti Kusam, Anti Air BPOM",https://shopee.co.id/product/187405886/27114992184,https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m8cq5zx350umbc,ALARA COSMETICS,190000,420000,55.0,4.8321678321678325,143,8.0,328.0,164,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",106309332,On Sale,2026-07-01
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,27114992184,"Paket 3 ALARA Whitening + Vitamin E , Tone Up Booster, Pencerah Tubuh, Anti Kusam, Anti Air BPOM",https://shopee.co.id/product/187405886/27114992184,https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m8cq5zx350umbc,ALARA COSMETICS,190000,420000,55.0,4.8321678321678325,143,8.0,328.0,164,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",106309332,On Sale,2026-07-02
id,187405886,Alara Cosmetic Official Store,alaracosmetic.official,True,4.787985,6763,7,27114992184,"Paket 3 ALARA Whitening + Vitamin E , Tone Up Booster, Pencerah Tubuh, Anti Kusam, Anti Air BPOM",https://shopee.co.id/product/187405886/27114992184,https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m8cq5zx350umbc,ALARA COSMETICS,190000,420000,55.0,4.8321678321678325,143,8.0,328.0,164,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",106309332,On Sale,2026-07-03
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,28058861346,"[BELI 2 GRATIS 1] Alodie Nourishing Balm | Solusi Kulit Bayi Sensitif, Kering , Mudah Iritasi, Eksim, Ruam, dan Gatal",https://shopee.co.id/product/187405886/28058861346,https://down-id.img.susercontent.com/file/id-11134207-7r98v-lz9w68xarhzyd8,ALODIE,116400,180000,35.0,4.878571428571429,140,9.0,391.0,28,False,False,100632,Mom & Baby,Mom & Baby / Baby Healthcare / Baby Skincare / Lotion & Creams,106309332; 129790326,On Sale / Kesehatan Bayi,2026-07-01
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,28058861346,"[BELI 2 GRATIS 1] Alodie Nourishing Balm | Solusi Kulit Bayi Sensitif, Kering , Mudah Iritasi, Eksim, Ruam, dan Gatal",https://shopee.co.id/product/187405886/28058861346,https://down-id.img.susercontent.com/file/id-11134207-7r98v-lz9w68xarhzyd8,ALODIE,116400,180000,35.0,4.879432624113475,141,9.0,391.0,28,False,False,100632,Mom & Baby,Mom & Baby / Baby Healthcare / Baby Skincare / Lotion & Creams,106309332; 129790326,On Sale / Kesehatan Bayi,2026-07-02
id,187405886,Alara Cosmetic Official Store,alaracosmetic.official,True,4.787985,6763,7,28058861346,"[BELI 2 GRATIS 1] Alodie Nourishing Balm | Solusi Kulit Bayi Sensitif, Kering , Mudah Iritasi, Eksim, Ruam, dan Gatal",https://shopee.co.id/product/187405886/28058861346,https://down-id.img.susercontent.com/file/id-11134207-7r98v-lz9w68xarhzyd8,ALODIE,116400,180000,35.0,4.879432624113475,141,9.0,391.0,28,False,False,100632,Mom & Baby,Mom & Baby / Baby Healthcare / Baby Skincare / Lotion & Creams,106309332; 129790326,On Sale / Kesehatan Bayi,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,12173928596,Prettywell CeraMON Moisturizer Gel Pelembab Wajah Melembabkan Kulit Moisturizer Jerawat Day & Night Gel Cocok Untuk Semua Jenis Kulit,https://shopee.co.id/product/200048291/12173928596,https://down-id.img.susercontent.com/file/id-11134207-822wg-mm8k8nxn45j897,Prettywell,79750,79750,,4.904887968078576,26065,1000.0,10000.0,43838,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,246753422; 37805375,SKINCARE / PROMO ❗,2026-07-01
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,12173928596,Prettywell CeraMON Moisturizer Gel Pelembab Wajah Melembabkan Kulit Moisturizer Jerawat Day & Night Gel Cocok Untuk Semua Jenis Kulit,https://shopee.co.id/product/200048291/12173928596,https://down-id.img.susercontent.com/file/id-11134207-822wg-mm8k8nxn45j897,Prettywell,79750,79750,,4.904875148632581,26072,1000.0,10000.0,43845,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,246753422; 37805375,SKINCARE / PROMO ❗,2026-07-02
id,200048291,Prettywell Official Shop,prettywell.co,True,4.894138,114212,38,12173928596,Prettywell CeraMON Moisturizer Gel Pelembab Wajah Melembabkan Kulit Moisturizer Jerawat Day & Night Gel Cocok Untuk Semua Jenis Kulit,https://shopee.co.id/product/200048291/12173928596,https://down-id.img.susercontent.com/file/id-11134207-822wg-mm8k8nxn45j897,Prettywell,79750,79750,,4.904922557889894,26085,1000.0,10000.0,43853,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,246753422; 37805375,SKINCARE / PROMO ❗,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,14489950263,Prettywell Complete Pack Moisturizer [ Moisturizer CeraMon 100 ML REFILL + 50 ML TUBE] - Melembabkan & Memperbaiki Skinbarrier cocok untuk all skin types,https://shopee.co.id/product/200048291/14489950263,https://down-id.img.susercontent.com/file/id-11134207-822wk-mm8gm6im3vgoc9,Prettywell,180236,180236,,4.923766816143497,223,18.0,571.0,397,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,246753329,Bundle,2026-07-01
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,14489950263,Prettywell Complete Pack Moisturizer [ Moisturizer CeraMon 100 ML REFILL + 50 ML TUBE] - Melembabkan & Memperbaiki Skinbarrier cocok untuk all skin types,https://shopee.co.id/product/200048291/14489950263,https://down-id.img.susercontent.com/file/id-11134207-822wk-mm8gm6im3vgoc9,Prettywell,180236,180236,,4.923766816143497,223,19.0,571.0,398,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,246753329,Bundle,2026-07-02
id,200048291,Prettywell Official Shop,prettywell.co,True,4.894138,114212,38,14489950263,Prettywell Complete Pack Moisturizer [ Moisturizer CeraMon 100 ML REFILL + 50 ML TUBE] - Melembabkan & Memperbaiki Skinbarrier cocok untuk all skin types,https://shopee.co.id/product/200048291/14489950263,https://down-id.img.susercontent.com/file/id-11134207-822wk-mm8gm6im3vgoc9,Prettywell,180236,180236,,4.923766816143497,223,20.0,572.0,398,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,246753329,Bundle,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,18094530150,Prettywell Lipscreen SPF 30+ in vitro - WUDHU FRIENDLY & Melembabkan Bibir Lip Treatment UV Protection Sunscreen Mencegah Bibir Hitam,https://shopee.co.id/product/200048291/18094530150,https://down-id.img.susercontent.com/file/id-11134207-822wh-mm8gm6imdpfs51,Prettywell,72080,77000,6.0,4.866020055893474,6083,242.0,10000.0,63392,False,False,100630,Beauty,Beauty / Skincare / Lip Treatment / Lainnya,249753876; 37805375,LIPSCREEN / PROMO ❗,2026-07-01
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,18094530150,Prettywell Lipscreen SPF 30+ in vitro - WUDHU FRIENDLY & Melembabkan Bibir Lip Treatment UV Protection Sunscreen Mencegah Bibir Hitam,https://shopee.co.id/product/200048291/18094530150,https://down-id.img.susercontent.com/file/id-11134207-822wh-mm8gm6imdpfs51,Prettywell,72080,77000,6.0,4.865899753492194,6085,239.0,10000.0,63398,False,False,100630,Beauty,Beauty / Skincare / Lip Treatment / Lainnya,249753876; 37805375,LIPSCREEN / PROMO ❗,2026-07-02
id,200048291,Prettywell Official Shop,prettywell.co,True,4.894138,114212,38,18094530150,Prettywell Lipscreen SPF 30+ in vitro - WUDHU FRIENDLY & Melembabkan Bibir Lip Treatment UV Protection Sunscreen Mencegah Bibir Hitam,https://shopee.co.id/product/200048291/18094530150,https://down-id.img.susercontent.com/file/id-11134207-822wh-mm8gm6imdpfs51,Prettywell,72080,77000,6.0,4.865823616357366,6089,241.0,10000.0,63400,False,False,100630,Beauty,Beauty / Skincare / Lip Treatment / Lainnya,249753876; 37805375,LIPSCREEN / PROMO ❗,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,18720054806,Prettywell Reset & Restart Versatile Oil Serum untuk Bekas Jerawat Menghilangkan Flek Hitam Meratakan Warna Kulit with Tamanu Oil Facial Oil Serum Luxurious,https://shopee.co.id/product/200048291/18720054806,https://down-id.img.susercontent.com/file/id-11134207-822wj-mm8gm6imf408cd,Prettywell,52138,60500,14.0,4.907686781609195,2784,163.0,8000.0,9854,False,False,100630,Beauty,Beauty / Skincare / Facial Oil,246753422; 37805375,SKINCARE / PROMO ❗,2026-07-01
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,18720054806,Prettywell Reset & Restart Versatile Oil Serum untuk Bekas Jerawat Menghilangkan Flek Hitam Meratakan Warna Kulit with Tamanu Oil Facial Oil Serum Luxurious,https://shopee.co.id/product/200048291/18720054806,https://down-id.img.susercontent.com/file/id-11134207-822wj-mm8gm6imf408cd,Prettywell,52138,60500,14.0,4.907686781609195,2784,169.0,8000.0,9857,False,False,100630,Beauty,Beauty / Skincare / Facial Oil,246753422; 37805375,SKINCARE / PROMO ❗,2026-07-02
id,200048291,Prettywell Official Shop,prettywell.co,True,4.894138,114212,38,18720054806,Prettywell Reset & Restart Versatile Oil Serum untuk Bekas Jerawat Menghilangkan Flek Hitam Meratakan Warna Kulit with Tamanu Oil Facial Oil Serum Luxurious,https://shopee.co.id/product/200048291/18720054806,https://down-id.img.susercontent.com/file/id-11134207-822wj-mm8gm6imf408cd,Prettywell,52138,60500,14.0,4.907686781609195,2784,163.0,8000.0,9857,False,False,100630,Beauty,Beauty / Skincare / Facial Oil,246753422; 37805375,SKINCARE / PROMO ❗,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,18873489157,Prettywell Brightening Starterpack [ Oil Serum + Moisturizer 50 ML Tube + Exfoliating Toner ],https://shopee.co.id/product/200048291/18873489157,https://down-id.img.susercontent.com/file/id-11134207-822wj-mm8gm6im5a14dd,Prettywell,204322,204322,,4.908163265306122,294,16.0,662.0,639,False,False,100630,Beauty,Beauty / Beauty Sets & Packages,246753329,Bundle,2026-07-01
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,18873489157,Prettywell Brightening Starterpack [ Oil Serum + Moisturizer 50 ML Tube + Exfoliating Toner ],https://shopee.co.id/product/200048291/18873489157,https://down-id.img.susercontent.com/file/id-11134207-822wj-mm8gm6im5a14dd,Prettywell,204322,204322,,4.908163265306122,294,14.0,662.0,639,False,False,100630,Beauty,Beauty / Beauty Sets & Packages,246753329,Bundle,2026-07-02
id,200048291,Prettywell Official Shop,prettywell.co,True,4.894138,114212,38,18873489157,Prettywell Brightening Starterpack [ Oil Serum + Moisturizer 50 ML Tube + Exfoliating Toner ],https://shopee.co.id/product/200048291/18873489157,https://down-id.img.susercontent.com/file/id-11134207-822wj-mm8gm6im5a14dd,Prettywell,204322,204322,,4.908163265306122,294,15.0,663.0,639,False,False,100630,Beauty,Beauty / Beauty Sets & Packages,246753329,Bundle,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,19277739886,PRETTYWELL Special LIVE,https://shopee.co.id/product/200048291/19277739886,https://down-id.img.susercontent.com/file/id-11134207-822wi-mm8k8nxn9rt1b3,Prettywell,80000,80000,,4.862745098039215,105,3.0,279.0,108,False,False,100630,Beauty,Beauty / Makeup / Lips / Lip Tint & Stain,,,2026-07-01
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,19277739886,PRETTYWELL Special LIVE,https://shopee.co.id/product/200048291/19277739886,https://down-id.img.susercontent.com/file/id-11134207-822wi-mm8k8nxn9rt1b3,Prettywell,80000,80000,,4.862745098039215,105,3.0,279.0,108,False,False,100630,Beauty,Beauty / Makeup / Lips / Lip Tint & Stain,,,2026-07-02
id,200048291,Prettywell Official Shop,prettywell.co,True,4.894138,114212,38,19277739886,PRETTYWELL Special LIVE,https://shopee.co.id/product/200048291/19277739886,https://down-id.img.susercontent.com/file/id-11134207-822wi-mm8k8nxn9rt1b3,Prettywell,80000,80000,,4.862745098039215,105,3.0,279.0,108,False,False,100630,Beauty,Beauty / Makeup / Lips / Lip Tint & Stain,,,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,19624870891,Prettywell CeraMon Moisturizer 50 ML Tube - Melembabkan dan memperbaiki Skin barrier,https://shopee.co.id/product/200048291/19624870891,https://down-id.img.susercontent.com/file/id-11134207-82251-mhvrfk4or66927,,79750,79750,,4.934262948207171,502,169.0,1000.0,420,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,246753329,Bundle,2026-07-01
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,19624870891,Prettywell CeraMon Moisturizer 50 ML Tube - Melembabkan dan memperbaiki Skin barrier,https://shopee.co.id/product/200048291/19624870891,https://down-id.img.susercontent.com/file/id-11134207-82251-mhvrfk4or66927,,79750,79750,,4.934393638170974,503,171.0,1000.0,424,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,246753329,Bundle,2026-07-02
id,200048291,Prettywell Official Shop,prettywell.co,True,4.894138,114212,38,19624870891,Prettywell CeraMon Moisturizer 50 ML Tube - Melembabkan dan memperbaiki Skin barrier,https://shopee.co.id/product/200048291/19624870891,https://down-id.img.susercontent.com/file/id-11134207-82251-mhvrfk4or66927,,79750,79750,,4.934782608695652,506,177.0,1000.0,424,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,246753329,Bundle,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,19831965366,Prettywell Feel Alive 2% PHA + BHA Gentle Exfoliating Toner 100mL Toner Pencerah with Centella Menyegarkan Wajah Eksfoliasi Kulit Sensitif,https://shopee.co.id/product/200048291/19831965366,https://down-id.img.susercontent.com/file/id-11134207-822wk-mm8gm6imawaw0f,Prettywell,64150,64150,,4.859154929577465,9159,366.0,10000.0,32285,False,False,100630,Beauty,Beauty / Skincare / Toner,246753422,SKINCARE,2026-07-01
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,19831965366,Prettywell Feel Alive 2% PHA + BHA Gentle Exfoliating Toner 100mL Toner Pencerah with Centella Menyegarkan Wajah Eksfoliasi Kulit Sensitif,https://shopee.co.id/product/200048291/19831965366,https://down-id.img.susercontent.com/file/id-11134207-822wk-mm8gm6imawaw0f,Prettywell,74350,74350,,4.859170305676856,9160,376.0,10000.0,32287,False,False,100630,Beauty,Beauty / Skincare / Toner,246753422,SKINCARE,2026-07-02
id,200048291,Prettywell Official Shop,prettywell.co,True,4.894138,114212,38,19831965366,Prettywell Feel Alive 2% PHA + BHA Gentle Exfoliating Toner 100mL Toner Pencerah with Centella Menyegarkan Wajah Eksfoliasi Kulit Sensitif,https://shopee.co.id/product/200048291/19831965366,https://down-id.img.susercontent.com/file/id-11134207-822wk-mm8gm6imawaw0f,Prettywell,74350,74350,,4.85927784444202,9167,377.0,10000.0,32291,False,False,100630,Beauty,Beauty / Skincare / Toner,246753422,SKINCARE,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,20324876969,Prettywell Twinpack Oil Serum [ 2pcs Oil Serum  ] - Memudarkan bekas Jerawat hitam/PIH dengan cepat,https://shopee.co.id/product/200048291/20324876969,https://down-id.img.susercontent.com/file/id-11134207-81ztf-mf3pzy4bynt50e,Prettywell,108730,111320,2.0,4.938356164383562,292,12.0,828.0,387,False,False,100630,Beauty,Beauty / Skincare / Facial Oil,246753329; 37805375,Bundle / PROMO ❗,2026-07-01
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,20324876969,Prettywell Twinpack Oil Serum [ 2pcs Oil Serum  ] - Memudarkan bekas Jerawat hitam/PIH dengan cepat,https://shopee.co.id/product/200048291/20324876969,https://down-id.img.susercontent.com/file/id-11134207-81ztf-mf3pzy4bynt50e,Prettywell,108730,111320,2.0,4.938356164383562,292,12.0,828.0,387,False,False,100630,Beauty,Beauty / Skincare / Facial Oil,246753329; 37805375,Bundle / PROMO ❗,2026-07-02
id,200048291,Prettywell Official Shop,prettywell.co,True,4.894138,114212,38,20324876969,Prettywell Twinpack Oil Serum [ 2pcs Oil Serum  ] - Memudarkan bekas Jerawat hitam/PIH dengan cepat,https://shopee.co.id/product/200048291/20324876969,https://down-id.img.susercontent.com/file/id-11134207-81ztf-mf3pzy4bynt50e,Prettywell,108730,111320,2.0,4.938356164383562,292,11.0,828.0,387,False,False,100630,Beauty,Beauty / Skincare / Facial Oil,246753329; 37805375,Bundle / PROMO ❗,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,21176662870,Prettywell CeraMON Barrier Moistfull Gel 100ML Melembabkan Wajah Memperbaiki Skin barrier Mengontrol Minyak dan Jerawat Kulit Sensitif All Skin Types,https://shopee.co.id/product/200048291/21176662870,https://down-id.img.susercontent.com/file/id-11134207-81ztk-me5hrazxhj41ea,Prettywell,109249,109249,,4.945857142857143,7000,563.0,10000.0,7093,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,,,2026-07-01
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,21176662870,Prettywell CeraMON Barrier Moistfull Gel 100ML Melembabkan Wajah Memperbaiki Skin barrier Mengontrol Minyak dan Jerawat Kulit Sensitif All Skin Types,https://shopee.co.id/product/200048291/21176662870,https://down-id.img.susercontent.com/file/id-11134207-81ztk-me5hrazxhj41ea,Prettywell,109249,109249,,4.945880336998429,7003,589.0,10000.0,7094,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,,,2026-07-02
id,200048291,Prettywell Official Shop,prettywell.co,True,4.894138,114212,38,21176662870,Prettywell CeraMON Barrier Moistfull Gel 100ML Melembabkan Wajah Memperbaiki Skin barrier Mengontrol Minyak dan Jerawat Kulit Sensitif All Skin Types,https://shopee.co.id/product/200048291/21176662870,https://down-id.img.susercontent.com/file/id-11134207-81ztk-me5hrazxhj41ea,Prettywell,109249,109249,,4.945911231625518,7007,593.0,10000.0,7098,False,False,100630,Beauty,Beauty / Skincare / Facial Moisturizer,,,2026-07-03
id,200048291,Prettywell Official Shop,prettywell-co,True,4.894138,114212,38,21524866550,Prettywell Glowing Kit [ CeraMon 50 ML Tube + Oil Serum] | Perfect combo untuk kulit tampak bersih dari bekas jerawat menjadi cerah dan bebas jerawat,https://shopee.co.id/product/200048291/21524866550,https://down-id.img.susercontent.com/file/id-11134207-822wi-mm8gm6ijc54x75,Prettywell,134373,134373,,4.925257731958763,776,13.0,1000.0,1250,False,False,100630,Beauty,Beauty / Beauty Sets & Packages,246753329,Bundle,2026-07-01
